id,tarih,ürün,ürün besin değeri,ürün kategorisi,ürün üretim yeri,market,şehir
27407,2024-08-01,Vişne,57,meyve,Yurt içi,Y,E
27408,2024-08-01,fındık,110,kuruyemiş,Yurt içi,Y,E
27409,2024-08-01,fıstık,115,kuruyemiş,Yurt içi,Y,E
27410,2024-08-01,kaju,100,kuruyemiş,Yurt içi,Y,E
27411,2024-08-01,badem,110,kuruyemiş,Yurt içi,Y,E
27412,2024-08-01,ceviz,120,kuruyemiş,Yurt içi,Y,E
27413,2024-08-01,kıyma,120,et,Yurt dışı,Y,E
27414,2024-08-01,tavuk,103,et,Yurt dışı,Y,E
27415,2024-08-01,hindi,160,et,Yurt dışı,Y,E
27416,2024-08-01,Bakla-kuru,354,sebze ve bakliyat,Yurt dışı,Y,E
27417,2024-08-01,Bakla-taze,72,sebze ve bakliyat,Yurt dışı,Y,E
27418,2024-08-01,Bamya,42,sebze ve bakliyat,Yurt dışı,Y,E
27419,2024-08-01,Barbunya-kuru,346,sebze ve bakliyat,Yurt dışı,Y,E
27420,2024-08-01,Bezelye-taze,47,sebze ve bakliyat,Yurt dışı,Y,E
27421,2024-08-01,Biber-yeşil,25,sebze ve bakliyat,Yurt dışı,Y,E
27422,2024-08-01,Brüksel laha.,47,sebze ve bakliyat,Yurt dışı,Y,E
27423,2024-08-01,Domates,25,sebze ve bakliyat,Yurt dışı,Y,E
27424,2024-08-01,Enginar,63,sebze ve bakliyat,Yurt dışı,Y,E
27425,2024-08-01,Fasulye-kuru,333,sebze ve bakliyat,Yurt dışı,Y,E
27426,2024-08-01,Fasulye-taze,35,sebze ve bakliyat,Yurt dışı,Y,E
27427,2024-08-01,Havuç,42,sebze ve bakliyat,Yurt dışı,Y,E
27428,2024-08-01,Salatalık,8,sebze ve bakliyat,Yurt dışı,Y,E
27429,2024-08-01,Ispanak,25,sebze ve bakliyat,Yurt dışı,Y,E
27430,2024-08-01,Kabak,19,sebze ve bakliyat,Yurt dışı,Y,E
27431,2024-08-01,Karnabahar,25,sebze ve bakliyat,Yurt dışı,Y,E
27432,2024-08-01,Kereviz-baş,38,sebze ve bakliyat,Yurt dışı,Y,E
27433,2024-08-01,Kırmızı-pancar,42,sebze ve bakliyat,Yurt dışı,Y,E
27434,2024-08-01,Lahana,24,sebze ve bakliyat,Yurt dışı,Y,E
27435,2024-08-01,Mantar,16,sebze ve bakliyat,Yurt dışı,Y,E
27436,2024-08-01,Marul,15,sebze ve bakliyat,Yurt dışı,Y,E
27437,2024-08-01,Mercimek-kuru,351,sebze ve bakliyat,Yurt dışı,Y,E
27438,2024-08-01,Nohut,376,sebze ve bakliyat,Yurt dışı,Y,E
27439,2024-08-01,Pancar,42,sebze ve bakliyat,Yurt dışı,Y,E
27440,2024-08-01,Patates,83,sebze ve bakliyat,Yurt dışı,Y,E
27441,2024-08-01,Patlıcan,24,sebze ve bakliyat,Yurt dışı,Y,E
27442,2024-08-01,Pazı,27,sebze ve bakliyat,Yurt dışı,Y,E
27443,2024-08-01,Pırasa,52,sebze ve bakliyat,Yurt dışı,Y,E
27444,2024-08-01,Semizotu,32,sebze ve bakliyat,Yurt dışı,Y,E
27445,2024-08-01,Buğday ekmeği,247,tahıl ve ürünleri,Yurt dışı,Y,E
27446,2024-08-01,Bulgur,350,tahıl ve ürünleri,Yurt dışı,Y,E
27447,2024-08-01,Erişte,390,tahıl ve ürünleri,Yurt dışı,Y,E
27448,2024-08-01,Makarna,390,tahıl ve ürünleri,Yurt dışı,Y,E
27449,2024-08-01,Mısır,351,tahıl ve ürünleri,Yurt dışı,Y,E
27450,2024-08-01,Mısır unu,353,tahıl ve ürünleri,Yurt dışı,Y,E
27451,2024-08-01,Nişasta,353,tahıl ve ürünleri,Yurt dışı,Y,E
27452,2024-08-01,Pilav,368,tahıl ve ürünleri,Yurt dışı,Y,E
27453,2024-08-01,Pirinç unu,353,tahıl ve ürünleri,Yurt dışı,Y,E
27454,2024-08-01,Şehriye,390,tahıl ve ürünleri,Yurt dışı,Y,E
27455,2024-08-01,Tarhana,329,tahıl ve ürünleri,Yurt dışı,Y,E
27456,2024-08-01,Yulaf unu,402,tahıl ve ürünleri,Yurt dışı,Y,E
27457,2024-08-01,yumurta,100,süt ürünleri ve kahvaltılık,Yurt dışı,Y,E
27458,2024-08-01,beyaz peynir,150,süt ürünleri ve kahvaltılık,Yurt dışı,Y,E
27459,2024-08-01,Kaşar peyniri,170,süt ürünleri ve kahvaltılık,Yurt dışı,Y,E
27460,2024-08-01,krema,200,süt ürünleri ve kahvaltılık,Yurt dışı,Y,E
27461,2024-08-01,yoğurt,90,süt ürünleri ve kahvaltılık,Yurt dışı,Y,E
27462,2024-08-01,sucuk,125,süt ürünleri ve kahvaltılık,Yurt dışı,Y,E
27463,2024-08-01,salam,125,süt ürünleri ve kahvaltılık,Yurt dışı,Y,E
27464,2024-08-01,sosis,120,süt ürünleri ve kahvaltılık,Yurt dışı,Y,E
27465,2024-08-01,tam buğday ekmek,250,süt ürünleri ve kahvaltılık,Yurt dışı,Y,E
27466,2024-08-01,kaymak,350,süt ürünleri ve kahvaltılık,Yurt dışı,Y,E
27467,2024-08-01,bal,400,süt ürünleri ve kahvaltılık,Yurt dışı,Y,E
27468,2024-08-01,tereyağ,375,süt ürünleri ve kahvaltılık,Yurt dışı,Y,E
27469,2024-08-01,Armut,57,meyve,Yurt dışı,Y,E
27470,2024-08-01,Çilek,39,meyve,Yurt dışı,Y,E
27471,2024-08-01,Elma,52,meyve,Yurt dışı,Y,E
27472,2024-08-01,Erik türleri,60,meyve,Yurt dışı,Y,E
27473,2024-08-01,İncir,80,meyve,Yurt dışı,Y,E
27474,2024-08-01,Karadut,93,meyve,Yurt dışı,Y,E
27475,2024-08-01,Karpuz,24,meyve,Yurt dışı,Y,E
27476,2024-08-01,Kavun,28,meyve,Yurt dışı,Y,E
27477,2024-08-01,Kayısı,54,meyve,Yurt dışı,Y,E
27478,2024-08-01,Kiraz,79,meyve,Yurt dışı,Y,E
27479,2024-08-01,Limon,17,meyve,Yurt dışı,Y,E
27480,2024-08-01,Mandalina,36,meyve,Yurt dışı,Y,E
27481,2024-08-01,Muz,90,meyve,Yurt dışı,Y,E
27482,2024-08-01,Nar,77,meyve,Yurt dışı,Y,E
27483,2024-08-01,Portakal,41,meyve,Yurt dışı,Y,E
27484,2024-08-01,Şeftali,49,meyve,Yurt dışı,Y,E
27485,2024-08-01,Üzüm,74,meyve,Yurt dışı,Y,E
27486,2024-08-01,Vişne,57,meyve,Yurt dışı,Y,E
27487,2024-08-01,fındık,110,kuruyemiş,Yurt dışı,Y,E
27488,2024-08-01,fıstık,115,kuruyemiş,Yurt dışı,Y,E
27489,2024-08-01,kaju,100,kuruyemiş,Yurt dışı,Y,E
27490,2024-08-01,badem,110,kuruyemiş,Yurt dışı,Y,E
27491,2024-08-01,ceviz,120,kuruyemiş,Yurt dışı,Y,E
27492,2024-08-01,kıyma,120,et,Yurt içi,K,V
27493,2024-08-01,tavuk,103,et,Yurt içi,K,V
27494,2024-08-01,hindi,160,et,Yurt içi,K,V
27495,2024-08-01,Bakla-kuru,354,sebze ve bakliyat,Yurt içi,K,V
27496,2024-08-01,Bakla-taze,72,sebze ve bakliyat,Yurt içi,K,V
27497,2024-08-01,Bamya,42,sebze ve bakliyat,Yurt içi,K,V
27498,2024-08-01,Barbunya-kuru,346,sebze ve bakliyat,Yurt içi,K,V
27499,2024-08-01,Bezelye-taze,47,sebze ve bakliyat,Yurt içi,K,V
27500,2024-08-01,Biber-yeşil,25,sebze ve bakliyat,Yurt içi,K,V
27501,2024-08-01,Brüksel laha.,47,sebze ve bakliyat,Yurt içi,K,V
27502,2024-08-01,Domates,25,sebze ve bakliyat,Yurt içi,K,V
27503,2024-08-01,Enginar,63,sebze ve bakliyat,Yurt içi,K,V
27504,2024-08-01,Fasulye-kuru,333,sebze ve bakliyat,Yurt içi,K,V
27505,2024-08-01,Fasulye-taze,35,sebze ve bakliyat,Yurt içi,K,V
27506,2024-08-01,Havuç,42,sebze ve bakliyat,Yurt içi,K,V
27507,2024-08-01,Salatalık,8,sebze ve bakliyat,Yurt içi,K,V
27508,2024-08-01,Ispanak,25,sebze ve bakliyat,Yurt içi,K,V
27509,2024-08-01,Kabak,19,sebze ve bakliyat,Yurt içi,K,V
27510,2024-08-01,Karnabahar,25,sebze ve bakliyat,Yurt içi,K,V
27511,2024-08-01,Kereviz-baş,38,sebze ve bakliyat,Yurt içi,K,V
27512,2024-08-01,Kırmızı-pancar,42,sebze ve bakliyat,Yurt içi,K,V
27513,2024-08-01,Lahana,24,sebze ve bakliyat,Yurt içi,K,V
27514,2024-08-01,Mantar,16,sebze ve bakliyat,Yurt içi,K,V
27515,2024-08-01,Marul,15,sebze ve bakliyat,Yurt içi,K,V
27516,2024-08-01,Mercimek-kuru,351,sebze ve bakliyat,Yurt içi,K,V
27517,2024-08-01,Nohut,376,sebze ve bakliyat,Yurt içi,K,V
27518,2024-08-01,Pancar,42,sebze ve bakliyat,Yurt içi,K,V
27519,2024-08-01,Patates,83,sebze ve bakliyat,Yurt içi,K,V
27520,2024-08-01,Patlıcan,24,sebze ve bakliyat,Yurt içi,K,V
27521,2024-08-01,Pazı,27,sebze ve bakliyat,Yurt içi,K,V
27522,2024-08-01,Pırasa,52,sebze ve bakliyat,Yurt içi,K,V
27523,2024-08-01,Semizotu,32,sebze ve bakliyat,Yurt içi,K,V
27524,2024-08-01,Buğday ekmeği,247,tahıl ve ürünleri,Yurt içi,K,V
27525,2024-08-01,Bulgur,350,tahıl ve ürünleri,Yurt içi,K,V
27526,2024-08-01,Erişte,390,tahıl ve ürünleri,Yurt içi,K,V
27527,2024-08-01,Makarna,390,tahıl ve ürünleri,Yurt içi,K,V
27528,2024-08-01,Mısır,351,tahıl ve ürünleri,Yurt içi,K,V
27529,2024-08-01,Mısır unu,353,tahıl ve ürünleri,Yurt içi,K,V
27530,2024-08-01,Nişasta,353,tahıl ve ürünleri,Yurt içi,K,V
27531,2024-08-01,Pilav,368,tahıl ve ürünleri,Yurt içi,K,V
27532,2024-08-01,Pirinç unu,353,tahıl ve ürünleri,Yurt içi,K,V
27533,2024-08-01,Şehriye,390,tahıl ve ürünleri,Yurt içi,K,V
27534,2024-08-01,Tarhana,329,tahıl ve ürünleri,Yurt içi,K,V
27535,2024-08-01,Yulaf unu,402,tahıl ve ürünleri,Yurt içi,K,V
27536,2024-08-01,yumurta,100,süt ürünleri ve kahvaltılık,Yurt içi,K,V
27537,2024-08-01,beyaz peynir,150,süt ürünleri ve kahvaltılık,Yurt içi,K,V
27538,2024-08-01,Kaşar peyniri,170,süt ürünleri ve kahvaltılık,Yurt içi,K,V
27539,2024-08-01,krema,200,süt ürünleri ve kahvaltılık,Yurt içi,K,V
27540,2024-08-01,yoğurt,90,süt ürünleri ve kahvaltılık,Yurt içi,K,V
27541,2024-08-01,sucuk,125,süt ürünleri ve kahvaltılık,Yurt içi,K,V
27542,2024-08-01,salam,125,süt ürünleri ve kahvaltılık,Yurt içi,K,V
27543,2024-08-01,sosis,120,süt ürünleri ve kahvaltılık,Yurt içi,K,V
27544,2024-08-01,tam buğday ekmek,250,süt ürünleri ve kahvaltılık,Yurt içi,K,V
27545,2024-08-01,kaymak,350,süt ürünleri ve kahvaltılık,Yurt içi,K,V
27546,2024-08-01,bal,400,süt ürünleri ve kahvaltılık,Yurt içi,K,V
27547,2024-08-01,tereyağ,375,süt ürünleri ve kahvaltılık,Yurt içi,K,V
27548,2024-08-01,Armut,57,meyve,Yurt içi,K,V
27549,2024-08-01,Çilek,39,meyve,Yurt içi,K,V
27550,2024-08-01,Elma,52,meyve,Yurt içi,K,V
27551,2024-08-01,Erik türleri,60,meyve,Yurt içi,K,V
27552,2024-08-01,İncir,80,meyve,Yurt içi,K,V
27553,2024-08-01,Karadut,93,meyve,Yurt içi,K,V
27554,2024-08-01,Karpuz,24,meyve,Yurt içi,K,V
27555,2024-08-01,Kavun,28,meyve,Yurt içi,K,V
27556,2024-08-01,Kayısı,54,meyve,Yurt içi,K,V
27557,2024-08-01,Kiraz,79,meyve,Yurt içi,K,V
27558,2024-08-01,Limon,17,meyve,Yurt içi,K,V
27559,2024-08-01,Mandalina,36,meyve,Yurt içi,K,V
27560,2024-08-01,Muz,90,meyve,Yurt içi,K,V
27561,2024-08-01,Nar,77,meyve,Yurt içi,K,V
27562,2024-08-01,Portakal,41,meyve,Yurt içi,K,V
27563,2024-08-01,Şeftali,49,meyve,Yurt içi,K,V
27564,2024-08-01,Üzüm,74,meyve,Yurt içi,K,V
27565,2024-08-01,Vişne,57,meyve,Yurt içi,K,V
27566,2024-08-01,fındık,110,kuruyemiş,Yurt içi,K,V
27567,2024-08-01,fıstık,115,kuruyemiş,Yurt içi,K,V
27568,2024-08-01,kaju,100,kuruyemiş,Yurt içi,K,V
27569,2024-08-01,badem,110,kuruyemiş,Yurt içi,K,V
27570,2024-08-01,ceviz,120,kuruyemiş,Yurt içi,K,V
27571,2024-08-01,kıyma,120,et,Yurt dışı,K,V
27572,2024-08-01,tavuk,103,et,Yurt dışı,K,V
27573,2024-08-01,hindi,160,et,Yurt dışı,K,V
27574,2024-08-01,Bakla-kuru,354,sebze ve bakliyat,Yurt dışı,K,V
27575,2024-08-01,Bakla-taze,72,sebze ve bakliyat,Yurt dışı,K,V
27576,2024-08-01,Bamya,42,sebze ve bakliyat,Yurt dışı,K,V
27577,2024-08-01,Barbunya-kuru,346,sebze ve bakliyat,Yurt dışı,K,V
27578,2024-08-01,Bezelye-taze,47,sebze ve bakliyat,Yurt dışı,K,V
27579,2024-08-01,Biber-yeşil,25,sebze ve bakliyat,Yurt dışı,K,V
27580,2024-08-01,Brüksel laha.,47,sebze ve bakliyat,Yurt dışı,K,V
27581,2024-08-01,Domates,25,sebze ve bakliyat,Yurt dışı,K,V
27582,2024-08-01,Enginar,63,sebze ve bakliyat,Yurt dışı,K,V
27583,2024-08-01,Fasulye-kuru,333,sebze ve bakliyat,Yurt dışı,K,V
27584,2024-08-01,Fasulye-taze,35,sebze ve bakliyat,Yurt dışı,K,V
27585,2024-08-01,Havuç,42,sebze ve bakliyat,Yurt dışı,K,V
27586,2024-08-01,Salatalık,8,sebze ve bakliyat,Yurt dışı,K,V
27587,2024-08-01,Ispanak,25,sebze ve bakliyat,Yurt dışı,K,V
27588,2024-08-01,Kabak,19,sebze ve bakliyat,Yurt dışı,K,V
27589,2024-08-01,Karnabahar,25,sebze ve bakliyat,Yurt dışı,K,V
27590,2024-08-01,Kereviz-baş,38,sebze ve bakliyat,Yurt dışı,K,V
27591,2024-08-01,Kırmızı-pancar,42,sebze ve bakliyat,Yurt dışı,K,V
27592,2024-08-01,Lahana,24,sebze ve bakliyat,Yurt dışı,K,V
27593,2024-08-01,Mantar,16,sebze ve bakliyat,Yurt dışı,K,V
27594,2024-08-01,Marul,15,sebze ve bakliyat,Yurt dışı,K,V
27595,2024-08-01,Mercimek-kuru,351,sebze ve bakliyat,Yurt dışı,K,V
27596,2024-08-01,Nohut,376,sebze ve bakliyat,Yurt dışı,K,V
27597,2024-08-01,Pancar,42,sebze ve bakliyat,Yurt dışı,K,V
27598,2024-08-01,Patates,83,sebze ve bakliyat,Yurt dışı,K,V
27599,2024-08-01,Patlıcan,24,sebze ve bakliyat,Yurt dışı,K,V
27600,2024-08-01,Pazı,27,sebze ve bakliyat,Yurt dışı,K,V
27601,2024-08-01,Pırasa,52,sebze ve bakliyat,Yurt dışı,K,V
27602,2024-08-01,Semizotu,32,sebze ve bakliyat,Yurt dışı,K,V
27603,2024-08-01,Buğday ekmeği,247,tahıl ve ürünleri,Yurt dışı,K,V
27604,2024-08-01,Bulgur,350,tahıl ve ürünleri,Yurt dışı,K,V
27605,2024-08-01,Erişte,390,tahıl ve ürünleri,Yurt dışı,K,V
27606,2024-08-01,Makarna,390,tahıl ve ürünleri,Yurt dışı,K,V
27607,2024-08-01,Mısır,351,tahıl ve ürünleri,Yurt dışı,K,V
27608,2024-08-01,Mısır unu,353,tahıl ve ürünleri,Yurt dışı,K,V
27609,2024-08-01,Nişasta,353,tahıl ve ürünleri,Yurt dışı,K,V
27610,2024-08-01,Pilav,368,tahıl ve ürünleri,Yurt dışı,K,V
27611,2024-08-01,Pirinç unu,353,tahıl ve ürünleri,Yurt dışı,K,V
27612,2024-08-01,Şehriye,390,tahıl ve ürünleri,Yurt dışı,K,V
27613,2024-08-01,Tarhana,329,tahıl ve ürünleri,Yurt dışı,K,V
27614,2024-08-01,Yulaf unu,402,tahıl ve ürünleri,Yurt dışı,K,V
27615,2024-08-01,yumurta,100,süt ürünleri ve kahvaltılık,Yurt dışı,K,V
27616,2024-08-01,beyaz peynir,150,süt ürünleri ve kahvaltılık,Yurt dışı,K,V
27617,2024-08-01,Kaşar peyniri,170,süt ürünleri ve kahvaltılık,Yurt dışı,K,V
27618,2024-08-01,krema,200,süt ürünleri ve kahvaltılık,Yurt dışı,K,V
27619,2024-08-01,yoğurt,90,süt ürünleri ve kahvaltılık,Yurt dışı,K,V
27620,2024-08-01,sucuk,125,süt ürünleri ve kahvaltılık,Yurt dışı,K,V
27621,2024-08-01,salam,125,süt ürünleri ve kahvaltılık,Yurt dışı,K,V
27622,2024-08-01,sosis,120,süt ürünleri ve kahvaltılık,Yurt dışı,K,V
27623,2024-08-01,tam buğday ekmek,250,süt ürünleri ve kahvaltılık,Yurt dışı,K,V
27624,2024-08-01,kaymak,350,süt ürünleri ve kahvaltılık,Yurt dışı,K,V
27625,2024-08-01,bal,400,süt ürünleri ve kahvaltılık,Yurt dışı,K,V
27626,2024-08-01,tereyağ,375,süt ürünleri ve kahvaltılık,Yurt dışı,K,V
27627,2024-08-01,Armut,57,meyve,Yurt dışı,K,V
27628,2024-08-01,Çilek,39,meyve,Yurt dışı,K,V
27629,2024-08-01,Elma,52,meyve,Yurt dışı,K,V
27630,2024-08-01,Erik türleri,60,meyve,Yurt dışı,K,V
27631,2024-08-01,İncir,80,meyve,Yurt dışı,K,V
27632,2024-08-01,Karadut,93,meyve,Yurt dışı,K,V
27633,2024-08-01,Karpuz,24,meyve,Yurt dışı,K,V
27634,2024-08-01,Kavun,28,meyve,Yurt dışı,K,V
27635,2024-08-01,Kayısı,54,meyve,Yurt dışı,K,V
27636,2024-08-01,Kiraz,79,meyve,Yurt dışı,K,V
27637,2024-08-01,Limon,17,meyve,Yurt dışı,K,V
27638,2024-08-01,Mandalina,36,meyve,Yurt dışı,K,V
27639,2024-08-01,Muz,90,meyve,Yurt dışı,K,V
27640,2024-08-01,Nar,77,meyve,Yurt dışı,K,V
27641,2024-08-01,Portakal,41,meyve,Yurt dışı,K,V
27642,2024-08-01,Şeftali,49,meyve,Yurt dışı,K,V
27643,2024-08-01,Üzüm,74,meyve,Yurt dışı,K,V
27644,2024-08-01,Vişne,57,meyve,Yurt dışı,K,V
27645,2024-08-01,fındık,110,kuruyemiş,Yurt dışı,K,V
27646,2024-08-01,fıstık,115,kuruyemiş,Yurt dışı,K,V
27647,2024-08-01,kaju,100,kuruyemiş,Yurt dışı,K,V
27648,2024-08-01,badem,110,kuruyemiş,Yurt dışı,K,V
27649,2024-08-01,ceviz,120,kuruyemiş,Yurt dışı,K,V
27650,2024-08-01,kıyma,120,et,Yurt içi,C,V
27651,2024-08-01,tavuk,103,et,Yurt içi,C,V
27652,2024-08-01,hindi,160,et,Yurt içi,C,V
27653,2024-08-01,Bakla-kuru,354,sebze ve bakliyat,Yurt içi,C,V
27654,2024-08-01,Bakla-taze,72,sebze ve bakliyat,Yurt içi,C,V
27655,2024-08-01,Bamya,42,sebze ve bakliyat,Yurt içi,C,V
27656,2024-08-01,Barbunya-kuru,346,sebze ve bakliyat,Yurt içi,C,V
27657,2024-08-01,Bezelye-taze,47,sebze ve bakliyat,Yurt içi,C,V
27658,2024-08-01,Biber-yeşil,25,sebze ve bakliyat,Yurt içi,C,V
27659,2024-08-01,Brüksel laha.,47,sebze ve bakliyat,Yurt içi,C,V
27660,2024-08-01,Domates,25,sebze ve bakliyat,Yurt içi,C,V
27661,2024-08-01,Enginar,63,sebze ve bakliyat,Yurt içi,C,V
27662,2024-08-01,Fasulye-kuru,333,sebze ve bakliyat,Yurt içi,C,V
27663,2024-08-01,Fasulye-taze,35,sebze ve bakliyat,Yurt içi,C,V
27664,2024-08-01,Havuç,42,sebze ve bakliyat,Yurt içi,C,V
27665,2024-08-01,Salatalık,8,sebze ve bakliyat,Yurt içi,C,V
27666,2024-08-01,Ispanak,25,sebze ve bakliyat,Yurt içi,C,V
27667,2024-08-01,Kabak,19,sebze ve bakliyat,Yurt içi,C,V
27668,2024-08-01,Karnabahar,25,sebze ve bakliyat,Yurt içi,C,V
27669,2024-08-01,Kereviz-baş,38,sebze ve bakliyat,Yurt içi,C,V
27670,2024-08-01,Kırmızı-pancar,42,sebze ve bakliyat,Yurt içi,C,V
27671,2024-08-01,Lahana,24,sebze ve bakliyat,Yurt içi,C,V
27672,2024-08-01,Mantar,16,sebze ve bakliyat,Yurt içi,C,V
27673,2024-08-01,Marul,15,sebze ve bakliyat,Yurt içi,C,V
27674,2024-08-01,Mercimek-kuru,351,sebze ve bakliyat,Yurt içi,C,V
27675,2024-08-01,Nohut,376,sebze ve bakliyat,Yurt içi,C,V
27676,2024-08-01,Pancar,42,sebze ve bakliyat,Yurt içi,C,V
27677,2024-08-01,Patates,83,sebze ve bakliyat,Yurt içi,C,V
27678,2024-08-01,Patlıcan,24,sebze ve bakliyat,Yurt içi,C,V
27679,2024-08-01,Pazı,27,sebze ve bakliyat,Yurt içi,C,V
27680,2024-08-01,Pırasa,52,sebze ve bakliyat,Yurt içi,C,V
27681,2024-08-01,Semizotu,32,sebze ve bakliyat,Yurt içi,C,V
27682,2024-08-01,Buğday ekmeği,247,tahıl ve ürünleri,Yurt içi,C,V
27683,2024-08-01,Bulgur,350,tahıl ve ürünleri,Yurt içi,C,V
27684,2024-08-01,Erişte,390,tahıl ve ürünleri,Yurt içi,C,V
27685,2024-08-01,Makarna,390,tahıl ve ürünleri,Yurt içi,C,V
27686,2024-08-01,Mısır,351,tahıl ve ürünleri,Yurt içi,C,V
27687,2024-08-01,Mısır unu,353,tahıl ve ürünleri,Yurt içi,C,V
27688,2024-08-01,Nişasta,353,tahıl ve ürünleri,Yurt içi,C,V
27689,2024-08-01,Pilav,368,tahıl ve ürünleri,Yurt içi,C,V
27690,2024-08-01,Pirinç unu,353,tahıl ve ürünleri,Yurt içi,C,V
27691,2024-08-01,Şehriye,390,tahıl ve ürünleri,Yurt içi,C,V
27692,2024-08-01,Tarhana,329,tahıl ve ürünleri,Yurt içi,C,V
27693,2024-08-01,Yulaf unu,402,tahıl ve ürünleri,Yurt içi,C,V
27694,2024-08-01,yumurta,100,süt ürünleri ve kahvaltılık,Yurt içi,C,V
27695,2024-08-01,beyaz peynir,150,süt ürünleri ve kahvaltılık,Yurt içi,C,V
27696,2024-08-01,Kaşar peyniri,170,süt ürünleri ve kahvaltılık,Yurt içi,C,V
27697,2024-08-01,krema,200,süt ürünleri ve kahvaltılık,Yurt içi,C,V
27698,2024-08-01,yoğurt,90,süt ürünleri ve kahvaltılık,Yurt içi,C,V
27699,2024-08-01,sucuk,125,süt ürünleri ve kahvaltılık,Yurt içi,C,V
27700,2024-08-01,salam,125,süt ürünleri ve kahvaltılık,Yurt içi,C,V
27701,2024-08-01,sosis,120,süt ürünleri ve kahvaltılık,Yurt içi,C,V
27702,2024-08-01,tam buğday ekmek,250,süt ürünleri ve kahvaltılık,Yurt içi,C,V
27703,2024-08-01,kaymak,350,süt ürünleri ve kahvaltılık,Yurt içi,C,V
27704,2024-08-01,bal,400,süt ürünleri ve kahvaltılık,Yurt içi,C,V
27705,2024-08-01,tereyağ,375,süt ürünleri ve kahvaltılık,Yurt içi,C,V
27706,2024-08-01,Armut,57,meyve,Yurt içi,C,V
27707,2024-08-01,Çilek,39,meyve,Yurt içi,C,V
27708,2024-08-01,Elma,52,meyve,Yurt içi,C,V
27709,2024-08-01,Erik türleri,60,meyve,Yurt içi,C,V
27710,2024-08-01,İncir,80,meyve,Yurt içi,C,V
27711,2024-08-01,Karadut,93,meyve,Yurt içi,C,V
27712,2024-08-01,Karpuz,24,meyve,Yurt içi,C,V
27713,2024-08-01,Kavun,28,meyve,Yurt içi,C,V
27714,2024-08-01,Kayısı,54,meyve,Yurt içi,C,V
27715,2024-08-01,Kiraz,79,meyve,Yurt içi,C,V
27716,2024-08-01,Limon,17,meyve,Yurt içi,C,V
27717,2024-08-01,Mandalina,36,meyve,Yurt içi,C,V
27718,2024-08-01,Muz,90,meyve,Yurt içi,C,V
27719,2024-08-01,Nar,77,meyve,Yurt içi,C,V
27720,2024-08-01,Portakal,41,meyve,Yurt içi,C,V
27721,2024-08-01,Şeftali,49,meyve,Yurt içi,C,V
27722,2024-08-01,Üzüm,74,meyve,Yurt içi,C,V
27723,2024-08-01,Vişne,57,meyve,Yurt içi,C,V
27724,2024-08-01,fındık,110,kuruyemiş,Yurt içi,C,V
27725,2024-08-01,fıstık,115,kuruyemiş,Yurt içi,C,V
27726,2024-08-01,kaju,100,kuruyemiş,Yurt içi,C,V
27727,2024-08-01,badem,110,kuruyemiş,Yurt içi,C,V
27728,2024-08-01,ceviz,120,kuruyemiş,Yurt içi,C,V
27729,2024-08-01,kıyma,120,et,Yurt dışı,C,V
27730,2024-08-01,tavuk,103,et,Yurt dışı,C,V
27731,2024-08-01,hindi,160,et,Yurt dışı,C,V
27732,2024-08-01,Bakla-kuru,354,sebze ve bakliyat,Yurt dışı,C,V
27733,2024-08-01,Bakla-taze,72,sebze ve bakliyat,Yurt dışı,C,V
27734,2024-08-01,Bamya,42,sebze ve bakliyat,Yurt dışı,C,V
27735,2024-08-01,Barbunya-kuru,346,sebze ve bakliyat,Yurt dışı,C,V
27736,2024-08-01,Bezelye-taze,47,sebze ve bakliyat,Yurt dışı,C,V
27737,2024-08-01,Biber-yeşil,25,sebze ve bakliyat,Yurt dışı,C,V
27738,2024-08-01,Brüksel laha.,47,sebze ve bakliyat,Yurt dışı,C,V
27739,2024-08-01,Domates,25,sebze ve bakliyat,Yurt dışı,C,V
27740,2024-08-01,Enginar,63,sebze ve bakliyat,Yurt dışı,C,V
27741,2024-08-01,Fasulye-kuru,333,sebze ve bakliyat,Yurt dışı,C,V
27742,2024-08-01,Fasulye-taze,35,sebze ve bakliyat,Yurt dışı,C,V
27743,2024-08-01,Havuç,42,sebze ve bakliyat,Yurt dışı,C,V
27744,2024-08-01,Salatalık,8,sebze ve bakliyat,Yurt dışı,C,V
27745,2024-08-01,Ispanak,25,sebze ve bakliyat,Yurt dışı,C,V
27746,2024-08-01,Kabak,19,sebze ve bakliyat,Yurt dışı,C,V
27747,2024-08-01,Karnabahar,25,sebze ve bakliyat,Yurt dışı,C,V
27748,2024-08-01,Kereviz-baş,38,sebze ve bakliyat,Yurt dışı,C,V
27749,2024-08-01,Kırmızı-pancar,42,sebze ve bakliyat,Yurt dışı,C,V
27750,2024-08-01,Lahana,24,sebze ve bakliyat,Yurt dışı,C,V
27751,2024-08-01,Mantar,16,sebze ve bakliyat,Yurt dışı,C,V
27752,2024-08-01,Marul,15,sebze ve bakliyat,Yurt dışı,C,V
27753,2024-08-01,Mercimek-kuru,351,sebze ve bakliyat,Yurt dışı,C,V
27754,2024-08-01,Nohut,376,sebze ve bakliyat,Yurt dışı,C,V
27755,2024-08-01,Pancar,42,sebze ve bakliyat,Yurt dışı,C,V
27756,2024-08-01,Patates,83,sebze ve bakliyat,Yurt dışı,C,V
27757,2024-08-01,Patlıcan,24,sebze ve bakliyat,Yurt dışı,C,V
